boat_id;x;y;width;height;timestamp
Boat 11;0;791;199;169;3.069733333333333
Boat 11;270;661;115;92;3.069733333333333
Boat 11;100;640;89;56;3.069733333333333
Boat 11;442;569;273;104;3.069733333333333
Boat 11;903;544;101;35;3.069733333333333
Boat 11;944;475;257;59;3.069733333333333
Boat 11;825;473;206;49;3.069733333333333
Boat 11;294;443;200;67;3.069733333333333
Boat 1;144;1022;94;58;0.0
Boat 2;15;982;87;85;0.0
Boat 3;108;920;31;50;0.0
Boat 4;50;821;144;99;0.0
Boat 5;86;741;100;68;0.0
Boat 6;380;731;44;43;0.0
Boat 7;303;667;93;41;0.0
Boat 8;101;622;110;86;0.0
Boat 9;98;556;138;74;0.0
Boat 10;336;426;191;53;0.0
Boat 11;378;449;67;18;0.0
Boat 11;144;1022;94;58;3.1031
Boat 11;15;982;87;85;3.1031
Boat 11;108;920;31;50;3.1031
Boat 11;50;821;144;99;3.1031
Boat 11;86;741;100;68;3.1031
Boat 11;380;731;44;43;3.1031
Boat 11;303;667;93;41;3.1031
Boat 11;101;622;110;86;3.1031
Boat 11;98;556;138;74;3.1031
Boat 11;336;426;191;53;3.1031
Boat 11;378;449;67;18;3.1031
Boat 1;15;988;49;75;0.0
Boat 2;940;545;75;44;0.0
Boat 3;915;480;122;70;0.0
Boat 3;15;988;49;75;3.1364666666666667
Boat 3;940;545;75;44;3.1364666666666667
Boat 3;915;480;122;70;3.1364666666666667
Boat 1;89;1031;57;49;0.0
Boat 2;43;969;33;35;0.0
Boat 3;47;970;29;26;0.0
Boat 4;147;910;60;48;0.0
Boat 5;294;908;107;65;0.0
Boat 6;580;754;172;65;0.0
Boat 7;158;723;67;70;0.0
Boat 8;502;661;78;37;0.0
Boat 9;1084;646;77;54;0.0
Boat 10;1044;588;68;81;0.0
Boat 11;14;462;132;51;0.0
Boat 12;0;417;99;47;0.0
Boat 13;861;174;104;37;0.0
Boat 13;89;1031;57;49;3.1698333333333335
Boat 13;43;969;33;35;3.1698333333333335
Boat 13;47;970;29;26;3.1698333333333335
Boat 13;147;910;60;48;3.1698333333333335
Boat 13;294;908;107;65;3.1698333333333335
Boat 13;580;754;172;65;3.1698333333333335
Boat 13;158;723;67;70;3.1698333333333335
Boat 13;502;661;78;37;3.1698333333333335
Boat 13;1084;646;77;54;3.1698333333333335
Boat 13;1044;588;68;81;3.1698333333333335
Boat 13;14;462;132;51;3.1698333333333335
Boat 13;0;417;99;47;3.1698333333333335
Boat 13;861;174;104;37;3.1698333333333335
Boat 1;46;943;42;55;0.0
Boat 2;50;969;30;28;0.0
Boat 3;0;908;53;89;0.0
Boat 4;272;896;147;80;0.0
Boat 5;465;697;127;64;0.0
Boat 6;124;644;96;45;0.0
Boat 7;140;644;48;32;0.0
Boat 8;363;625;183;83;0.0
Boat 9;17;598;84;53;0.0
Boat 10;429;582;136;50;0.0
Boat 11;609;564;133;36;0.0
Boat 12;616;572;54;23;0.0
Boat 12;46;943;42;55;3.2032000000000003
Boat 12;50;969;30;28;3.2032000000000003
Boat 12;0;908;53;89;3.2032000000000003
Boat 12;272;896;147;80;3.2032000000000003
Boat 12;465;697;127;64;3.2032000000000003
Boat 12;124;644;96;45;3.2032000000000003
Boat 12;140;644;48;32;3.2032000000000003
Boat 12;363;625;183;83;3.2032000000000003
Boat 12;17;598;84;53;3.2032000000000003
Boat 12;429;582;136;50;3.2032000000000003
Boat 12;609;564;133;36;3.2032000000000003
Boat 12;616;572;54;23;3.2032000000000003
Boat 1;175;902;52;58;0.0
Boat 2;316;784;170;58;0.0
Boat 3;0;743;109;61;0.0
Boat 4;212;728;70;66;0.0
Boat 5;1068;626;78;88;0.0
Boat 6;4;599;139;54;0.0
Boat 7;164;593;64;42;0.0
Boat 8;79;529;150;78;0.0
Boat 9;858;431;104;22;0.0
Boat 10;0;274;169;53;0.0
Boat 10;175;902;52;58;3.2365666666666666
Boat 10;316;784;170;58;3.2365666666666666
Boat 10;0;743;109;61;3.2365666666666666
Boat 10;212;728;70;66;3.2365666666666666
Boat 10;1068;626;78;88;3.2365666666666666
Boat 10;4;599;139;54;3.2365666666666666
Boat 10;164;593;64;42;3.2365666666666666
Boat 10;79;529;150;78;3.2365666666666666
Boat 10;858;431;104;22;3.2365666666666666
Boat 10;0;274;169;53;3.2365666666666666
Boat 1;0;764;120;90;0.0
Boat 2;73;651;101;46;0.0
Boat 3;63;594;150;74;0.0
Boat 4;122;615;51;24;0.0
Boat 5;291;515;109;34;0.0
Boat 6;0;499;190;106;0.0
Boat 7;910;489;128;36;0.0
Boat 8;550;387;112;41;0.0
Boat 8;0;764;120;90;3.2699333333333334
Boat 8;73;651;101;46;3.2699333333333334
Boat 8;63;594;150;74;3.2699333333333334
Boat 8;122;615;51;24;3.2699333333333334
Boat 8;291;515;109;34;3.2699333333333334
Boat 8;0;499;190;106;3.2699333333333334
Boat 8;910;489;128;36;3.2699333333333334
Boat 8;550;387;112;41;3.2699333333333334
Boat 1;103;1038;32;35;0.0
Boat 2;0;847;56;49;0.0
Boat 3;524;846;117;70;0.0
Boat 4;307;749;69;35;0.0
Boat 5;317;751;29;28;0.0
Boat 6;260;741;178;110;0.0
Boat 7;137;729;149;124;0.0
Boat 8;138;721;129;78;0.0
Boat 9;1077;648;66;50;0.0
Boat 10;0;637;109;77;0.0
Boat 10;103;1038;32;35;3.3033
Boat 10;0;847;56;49;3.3033
Boat 10;524;846;117;70;3.3033
Boat 10;307;749;69;35;3.3033
Boat 10;317;751;29;28;3.3033
Boat 10;260;741;178;110;3.3033
Boat 10;137;729;149;124;3.3033
Boat 10;138;721;129;78;3.3033
Boat 10;1077;648;66;50;3.3033
Boat 10;0;637;109;77;3.3033
Boat 1;90;928;94;112;0.0
Boat 2;142;636;76;73;0.0
Boat 3;155;648;44;25;0.0
Boat 4;1052;611;69;57;0.0
Boat 5;448;582;84;38;0.0
Boat 6;463;593;39;21;0.0
Boat 7;602;523;116;42;0.0
Boat 8;6;498;173;78;0.0
Boat 9;518;384;90;34;0.0
Boat 9;90;928;94;112;3.336666666666667
Boat 9;142;636;76;73;3.336666666666667
Boat 9;155;648;44;25;3.336666666666667
Boat 9;1052;611;69;57;3.336666666666667
Boat 9;448;582;84;38;3.336666666666667
Boat 9;463;593;39;21;3.336666666666667
Boat 9;602;523;116;42;3.336666666666667
Boat 9;6;498;173;78;3.336666666666667
Boat 9;518;384;90;34;3.336666666666667
Boat 1;181;881;61;80;0.0
Boat 2;185;924;38;37;0.0
Boat 3;94;799;111;59;0.0
Boat 4;208;731;115;66;0.0
Boat 5;169;719;69;50;0.0
Boat 6;61;676;129;73;0.0
Boat 7;1106;664;59;64;0.0
Boat 8;1051;591;106;61;0.0
Boat 8;181;881;61;80;3.370033333333333
Boat 8;185;924;38;37;3.370033333333333
Boat 8;94;799;111;59;3.370033333333333
Boat 8;208;731;115;66;3.370033333333333
Boat 8;169;719;69;50;3.370033333333333
Boat 8;61;676;129;73;3.370033333333333
Boat 8;1106;664;59;64;3.370033333333333
Boat 8;1051;591;106;61;3.370033333333333
Boat 1;110;910;132;117;0.0
Boat 2;134;869;75;41;0.0
Boat 3;62;815;130;131;0.0
Boat 4;74;900;20;41;0.0
Boat 5;153;719;88;84;0.0
Boat 6;1035;614;86;55;0.0
Boat 7;50;524;93;56;0.0
Boat 8;729;334;121;28;0.0
Boat 8;110;910;132;117;3.4034
Boat 8;134;869;75;41;3.4034
Boat 8;62;815;130;131;3.4034
Boat 8;74;900;20;41;3.4034
Boat 8;153;719;88;84;3.4034
Boat 8;1035;614;86;55;3.4034
Boat 8;50;524;93;56;3.4034
Boat 8;729;334;121;28;3.4034
Boat 1;141;935;23;42;0.0
Boat 2;131;905;107;94;0.0
Boat 3;44;885;67;61;0.0
Boat 4;692;531;105;34;0.0
Boat 5;65;530;130;60;0.0
Boat 6;934;526;101;74;0.0
Boat 7;1163;476;93;29;0.0
Boat 8;1193;485;42;18;0.0
Boat 9;678;424;282;62;0.0
Boat 10;203;405;296;82;0.0
Boat 11;42;318;161;43;0.0
Boat 11;141;935;23;42;3.4367666666666667
Boat 11;131;905;107;94;3.4367666666666667
Boat 11;44;885;67;61;3.4367666666666667
Boat 11;692;531;105;34;3.4367666666666667
Boat 11;65;530;130;60;3.4367666666666667
Boat 11;934;526;101;74;3.4367666666666667
Boat 11;1163;476;93;29;3.4367666666666667
Boat 11;1193;485;42;18;3.4367666666666667
Boat 11;678;424;282;62;3.4367666666666667
Boat 11;203;405;296;82;3.4367666666666667
Boat 11;42;318;161;43;3.4367666666666667
Boat 1;215;910;83;66;0.0
Boat 2;115;881;132;137;0.0
Boat 3;67;842;76;105;0.0
Boat 4;138;770;111;90;0.0
Boat 5;125;752;114;47;0.0
Boat 6;250;657;263;138;0.0
Boat 7;92;632;150;133;0.0
Boat 8;0;531;127;96;0.0
Boat 9;29;542;76;46;0.0
Boat 9;215;910;83;66;3.4701333333333335
Boat 9;115;881;132;137;3.4701333333333335
Boat 9;67;842;76;105;3.4701333333333335
Boat 9;138;770;111;90;3.4701333333333335
Boat 9;125;752;114;47;3.4701333333333335
Boat 9;250;657;263;138;3.4701333333333335
Boat 9;92;632;150;133;3.4701333333333335
Boat 9;0;531;127;96;3.4701333333333335
Boat 9;29;542;76;46;3.4701333333333335
Boat 1;81;985;80;42;0.0
Boat 2;123;999;30;26;0.0
Boat 3;203;912;98;74;0.0
Boat 4;67;824;133;127;0.0
Boat 5;130;761;104;53;0.0
Boat 6;927;693;111;53;0.0
Boat 6;81;985;80;42;3.5035000000000003
Boat 6;123;999;30;26;3.5035000000000003
Boat 6;203;912;98;74;3.5035000000000003
Boat 6;67;824;133;127;3.5035000000000003
Boat 6;130;761;104;53;3.5035000000000003
Boat 6;927;693;111;53;3.5035000000000003
Boat 1;44;961;55;69;0.0
Boat 2;68;972;29;32;0.0
Boat 3;250;903;188;110;0.0
Boat 4;186;692;177;106;0.0
Boat 4;44;961;55;69;3.5368666666666666
Boat 4;68;972;29;32;3.5368666666666666
Boat 4;250;903;188;110;3.5368666666666666
Boat 4;186;692;177;106;3.5368666666666666
Boat 1;16;963;85;102;0.0
Boat 2;140;880;166;143;0.0
Boat 3;0;801;93;99;0.0
Boat 4;141;742;101;68;0.0
Boat 5;127;674;88;73;0.0
Boat 5;16;963;85;102;3.5702333333333334
Boat 5;140;880;166;143;3.5702333333333334
Boat 5;0;801;93;99;3.5702333333333334
Boat 5;141;742;101;68;3.5702333333333334
Boat 5;127;674;88;73;3.5702333333333334
Boat 1;122;1039;41;41;0.0
Boat 2;156;1026;22;54;0.0
Boat 3;155;810;99;54;0.0
Boat 4;65;666;84;50;0.0
Boat 5;96;675;36;26;0.0
Boat 6;764;639;71;25;0.0
Boat 7;896;535;114;37;0.0
Boat 7;122;1039;41;41;3.6036
Boat 7;156;1026;22;54;3.6036
Boat 7;155;810;99;54;3.6036
Boat 7;65;666;84;50;3.6036
Boat 7;96;675;36;26;3.6036
Boat 7;764;639;71;25;3.6036
Boat 7;896;535;114;37;3.6036
Boat 1;182;915;43;65;0.0
Boat 2;199;927;25;36;0.0
Boat 3;177;718;70;70;0.0
Boat 4;64;668;94;65;0.0
Boat 5;98;681;37;22;0.0
Boat 6;155;608;80;56;0.0
Boat 7;362;582;298;85;0.0
Boat 8;928;498;162;79;0.0
Boat 9;112;464;278;80;0.0
Boat 10;0;413;112;29;0.0
Boat 11;860;186;90;37;0.0
Boat 11;182;915;43;65;3.636966666666667
Boat 11;199;927;25;36;3.636966666666667
Boat 11;177;718;70;70;3.636966666666667
Boat 11;64;668;94;65;3.636966666666667
Boat 11;98;681;37;22;3.636966666666667
Boat 11;155;608;80;56;3.636966666666667
Boat 11;362;582;298;85;3.636966666666667
Boat 11;928;498;162;79;3.636966666666667
Boat 11;112;464;278;80;3.636966666666667
Boat 11;0;413;112;29;3.636966666666667
Boat 11;860;186;90;37;3.636966666666667
Boat 1;302;986;52;29;0.0
Boat 2;21;963;95;117;0.0
Boat 3;169;923;86;72;0.0
Boat 4;21;855;30;54;0.0
Boat 5;71;850;83;119;0.0
Boat 6;1030;531;102;52;0.0
Boat 7;43;509;172;71;0.0
Boat 8;463;417;322;78;0.0
Boat 9;495;462;89;22;0.0
Boat 9;302;986;52;29;3.6703333333333332
Boat 9;21;963;95;117;3.6703333333333332
Boat 9;169;923;86;72;3.6703333333333332
Boat 9;21;855;30;54;3.6703333333333332
Boat 9;71;850;83;119;3.6703333333333332
Boat 9;1030;531;102;52;3.6703333333333332
Boat 9;43;509;172;71;3.6703333333333332
Boat 9;463;417;322;78;3.6703333333333332
Boat 9;495;462;89;22;3.6703333333333332
Boat 1;0;951;59;61;0.0
Boat 2;78;905;32;52;0.0
Boat 3;67;764;67;55;0.0
Boat 4;141;762;168;92;0.0
Boat 5;131;749;52;46;0.0
Boat 6;134;754;44;39;0.0
Boat 7;569;737;104;69;0.0
Boat 8;535;625;129;52;0.0
Boat 9;243;585;92;57;0.0
Boat 10;61;529;250;107;0.0
Boat 11;1008;520;99;47;0.0
Boat 12;690;506;174;68;0.0
Boat 13;1076;461;93;32;0.0
Boat 14;1092;467;62;20;0.0
Boat 14;0;951;59;61;3.7037
Boat 14;78;905;32;52;3.7037
Boat 14;67;764;67;55;3.7037
Boat 14;141;762;168;92;3.7037
Boat 14;131;749;52;46;3.7037
Boat 14;134;754;44;39;3.7037
Boat 14;569;737;104;69;3.7037
Boat 14;535;625;129;52;3.7037
Boat 14;243;585;92;57;3.7037
Boat 14;61;529;250;107;3.7037
Boat 14;1008;520;99;47;3.7037
Boat 14;690;506;174;68;3.7037
Boat 14;1076;461;93;32;3.7037
Boat 14;1092;467;62;20;3.7037
Boat 1;207;1040;54;40;0.0
Boat 2;537;893;107;97;0.0
Boat 3;17;858;134;103;0.0
Boat 4;302;729;198;118;0.0
Boat 5;189;696;171;105;0.0
Boat 6;1049;580;62;52;0.0
Boat 7;0;515;193;81;0.0
Boat 8;621;387;64;26;0.0
Boat 9;880;384;110;35;0.0
Boat 10;903;387;58;17;0.0
Boat 11;279;360;138;48;0.0
Boat 12;336;368;62;24;0.0
Boat 12;207;1040;54;40;3.7370666666666668
Boat 12;537;893;107;97;3.7370666666666668
Boat 12;17;858;134;103;3.7370666666666668
Boat 12;302;729;198;118;3.7370666666666668
Boat 12;189;696;171;105;3.7370666666666668
Boat 12;1049;580;62;52;3.7370666666666668
Boat 12;0;515;193;81;3.7370666666666668
Boat 12;621;387;64;26;3.7370666666666668
Boat 12;880;384;110;35;3.7370666666666668
Boat 12;903;387;58;17;3.7370666666666668
Boat 12;279;360;138;48;3.7370666666666668
Boat 12;336;368;62;24;3.7370666666666668
Boat 1;21;917;58;37;0.0
Boat 2;156;865;104;142;0.0
Boat 3;381;692;187;118;0.0
Boat 4;260;538;165;61;0.0
Boat 5;361;542;39;24;0.0
Boat 6;722;250;76;21;0.0
Boat 7;733;250;64;17;0.0
Boat 7;21;917;58;37;3.7704333333333335
Boat 7;156;865;104;142;3.7704333333333335
Boat 7;381;692;187;118;3.7704333333333335
Boat 7;260;538;165;61;3.7704333333333335
Boat 7;361;542;39;24;3.7704333333333335
Boat 7;722;250;76;21;3.7704333333333335
Boat 7;733;250;64;17;3.7704333333333335
Boat 1;86;853;72;82;0.0
Boat 2;121;757;107;59;0.0
Boat 3;16;718;83;70;0.0
Boat 4;329;570;115;30;0.0
Boat 5;187;565;60;34;0.0
Boat 6;899;507;86;57;0.0
Boat 7;612;367;214;60;0.0
Boat 8;614;402;65;25;0.0
Boat 8;86;853;72;82;3.8038
Boat 8;121;757;107;59;3.8038
Boat 8;16;718;83;70;3.8038
Boat 8;329;570;115;30;3.8038
Boat 8;187;565;60;34;3.8038
Boat 8;899;507;86;57;3.8038
Boat 8;612;367;214;60;3.8038
Boat 8;614;402;65;25;3.8038
Boat 1;142;1042;21;32;0.0
Boat 2;78;959;37;61;0.0
Boat 3;51;928;39;56;0.0
Boat 4;205;788;51;48;0.0
Boat 5;4;657;190;106;0.0
Boat 6;0;574;134;95;0.0
Boat 7;1030;538;64;40;0.0
Boat 8;152;515;127;42;0.0
Boat 9;900;493;126;71;0.0
Boat 10;0;420;62;27;0.0
Boat 11;346;416;134;40;0.0
Boat 11;142;1042;21;32;3.8371666666666666
Boat 11;78;959;37;61;3.8371666666666666
Boat 11;51;928;39;56;3.8371666666666666
Boat 11;205;788;51;48;3.8371666666666666
Boat 11;4;657;190;106;3.8371666666666666
Boat 11;0;574;134;95;3.8371666666666666
Boat 11;1030;538;64;40;3.8371666666666666
Boat 11;152;515;127;42;3.8371666666666666
Boat 11;900;493;126;71;3.8371666666666666
Boat 11;0;420;62;27;3.8371666666666666
Boat 11;346;416;134;40;3.8371666666666666
Boat 1;98;888;52;52;0.0
Boat 2;158;808;77;65;0.0
Boat 3;27;783;41;37;0.0
Boat 4;38;784;19;30;0.0
Boat 5;180;754;48;37;0.0
Boat 6;187;762;38;22;0.0
Boat 7;106;667;44;33;0.0
Boat 8;0;538;129;88;0.0
Boat 9;66;541;40;29;0.0
Boat 9;98;888;52;52;3.8705333333333334
Boat 9;158;808;77;65;3.8705333333333334
Boat 9;27;783;41;37;3.8705333333333334
Boat 9;38;784;19;30;3.8705333333333334
Boat 9;180;754;48;37;3.8705333333333334
Boat 9;187;762;38;22;3.8705333333333334
Boat 9;106;667;44;33;3.8705333333333334
Boat 9;0;538;129;88;3.8705333333333334
Boat 9;66;541;40;29;3.8705333333333334
Boat 1;147;1045;31;35;0.0
Boat 2;28;982;140;96;0.0
Boat 3;156;792;153;93;0.0
Boat 4;80;658;113;56;0.0
Boat 5;29;658;169;215;0.0
Boat 6;986;636;74;24;0.0
Boat 7;1004;532;114;31;0.0
Boat 8;131;496;128;64;0.0
Boat 9;923;492;131;38;0.0
Boat 10;223;427;94;37;0.0
Boat 11;190;333;204;42;0.0
Boat 12;240;346;63;22;0.0
Boat 12;147;1045;31;35;3.9039
Boat 12;28;982;140;96;3.9039
Boat 12;156;792;153;93;3.9039
Boat 12;80;658;113;56;3.9039
Boat 12;29;658;169;215;3.9039
Boat 12;986;636;74;24;3.9039
Boat 12;1004;532;114;31;3.9039
Boat 12;131;496;128;64;3.9039
Boat 12;923;492;131;38;3.9039
Boat 12;223;427;94;37;3.9039
Boat 12;190;333;204;42;3.9039
Boat 12;240;346;63;22;3.9039
Boat 1;82;1018;86;40;0.0
Boat 2;84;961;31;70;0.0
Boat 3;0;909;98;102;0.0
Boat 4;47;846;32;47;0.0
Boat 5;237;777;74;61;0.0
Boat 6;255;796;38;26;0.0
Boat 7;627;582;102;39;0.0
Boat 8;0;581;136;88;0.0
Boat 9;509;320;126;24;0.0
Boat 9;82;1018;86;40;3.937266666666667
Boat 9;84;961;31;70;3.937266666666667
Boat 9;0;909;98;102;3.937266666666667
Boat 9;47;846;32;47;3.937266666666667
Boat 9;237;777;74;61;3.937266666666667
Boat 9;255;796;38;26;3.937266666666667
Boat 9;627;582;102;39;3.937266666666667
Boat 9;0;581;136;88;3.937266666666667
Boat 9;509;320;126;24;3.937266666666667
Boat 1;174;943;29;40;0.0
Boat 2;179;948;23;35;0.0
Boat 3;22;847;53;85;0.0
Boat 4;45;850;27;34;0.0
Boat 5;135;651;83;43;0.0
Boat 5;174;943;29;40;3.9706333333333332
Boat 5;179;948;23;35;3.9706333333333332
Boat 5;22;847;53;85;3.9706333333333332
Boat 5;45;850;27;34;3.9706333333333332
Boat 5;135;651;83;43;3.9706333333333332
Boat 1;302;922;69;67;0.0
Boat 2;70;896;102;110;0.0
Boat 3;93;963;23;42;0.0
Boat 4;0;839;101;168;0.0
Boat 5;341;746;173;88;0.0
Boat 6;13;703;134;124;0.0
Boat 7;137;656;167;71;0.0
Boat 8;165;681;59;44;0.0
Boat 9;75;647;103;77;0.0
Boat 9;302;922;69;67;4.0040000000000004
Boat 9;70;896;102;110;4.0040000000000004
Boat 9;93;963;23;42;4.0040000000000004
Boat 9;0;839;101;168;4.0040000000000004
Boat 9;341;746;173;88;4.0040000000000004
Boat 9;13;703;134;124;4.0040000000000004
Boat 9;137;656;167;71;4.0040000000000004
Boat 9;165;681;59;44;4.0040000000000004
Boat 9;75;647;103;77;4.0040000000000004
Boat 1;197;784;117;71;0.0
Boat 2;44;774;55;124;0.0
Boat 3;141;745;83;53;0.0
Boat 4;9;716;53;44;0.0
Boat 5;0;568;138;90;0.0
Boat 6;0;550;112;58;0.0
Boat 7;615;437;75;35;0.0
Boat 8;31;389;74;26;0.0
Boat 8;197;784;117;71;4.037366666666666
Boat 8;44;774;55;124;4.037366666666666
Boat 8;141;745;83;53;4.037366666666666
Boat 8;9;716;53;44;4.037366666666666
Boat 8;0;568;138;90;4.037366666666666
Boat 8;0;550;112;58;4.037366666666666
Boat 8;615;437;75;35;4.037366666666666
Boat 8;31;389;74;26;4.037366666666666
Boat 1;206;885;106;92;0.0
Boat 2;160;799;120;71;0.0
Boat 3;0;788;41;43;0.0
Boat 4;208;739;63;41;0.0
Boat 5;17;585;117;36;0.0
Boat 6;703;547;86;34;0.0
Boat 7;1004;536;98;86;0.0
Boat 8;0;509;176;82;0.0
Boat 9;859;489;102;54;0.0
Boat 9;206;885;106;92;4.070733333333333
Boat 9;160;799;120;71;4.070733333333333
Boat 9;0;788;41;43;4.070733333333333
Boat 9;208;739;63;41;4.070733333333333
Boat 9;17;585;117;36;4.070733333333333
Boat 9;703;547;86;34;4.070733333333333
Boat 9;1004;536;98;86;4.070733333333333
Boat 9;0;509;176;82;4.070733333333333
Boat 9;859;489;102;54;4.070733333333333
Boat 1;133;1028;35;43;0.0
Boat 2;206;911;92;88;0.0
Boat 3;37;766;122;140;0.0
Boat 4;341;729;190;127;0.0
Boat 5;340;616;139;50;0.0
Boat 6;119;545;72;34;0.0
Boat 7;136;546;48;25;0.0
Boat 8;0;519;103;47;0.0
Boat 9;0;518;190;82;0.0
Boat 10;9;423;68;31;0.0
Boat 11;12;425;64;22;0.0
Boat 12;24;375;171;51;0.0
Boat 12;133;1028;35;43;4.1041
Boat 12;206;911;92;88;4.1041
Boat 12;37;766;122;140;4.1041
Boat 12;341;729;190;127;4.1041
Boat 12;340;616;139;50;4.1041
Boat 12;119;545;72;34;4.1041
Boat 12;136;546;48;25;4.1041
Boat 12;0;519;103;47;4.1041
Boat 12;0;518;190;82;4.1041
Boat 12;9;423;68;31;4.1041
Boat 12;12;425;64;22;4.1041
Boat 12;24;375;171;51;4.1041
Boat 1;184;1009;24;35;0.0
Boat 2;0;855;71;81;0.0
Boat 3;84;714;121;86;0.0
Boat 4;296;627;138;89;0.0
Boat 5;154;614;225;71;0.0
Boat 6;50;613;118;83;0.0
Boat 7;0;600;128;90;0.0
Boat 8;1055;581;80;58;0.0
Boat 9;913;544;118;86;0.0
Boat 10;284;511;241;112;0.0
Boat 11;365;551;66;21;0.0
Boat 12;900;501;227;94;0.0
Boat 13;113;429;218;59;0.0
Boat 13;184;1009;24;35;4.137466666666667
Boat 13;0;855;71;81;4.137466666666667
Boat 13;84;714;121;86;4.137466666666667
Boat 13;296;627;138;89;4.137466666666667
Boat 13;154;614;225;71;4.137466666666667
Boat 13;50;613;118;83;4.137466666666667
Boat 13;0;600;128;90;4.137466666666667
Boat 13;1055;581;80;58;4.137466666666667
Boat 13;913;544;118;86;4.137466666666667
Boat 13;284;511;241;112;4.137466666666667
Boat 13;365;551;66;21;4.137466666666667
Boat 13;900;501;227;94;4.137466666666667
Boat 13;113;429;218;59;4.137466666666667
Boat 1;181;1037;43;43;0.0
Boat 2;90;885;65;87;0.0
Boat 3;149;807;137;72;0.0
Boat 4;189;747;87;43;0.0
Boat 5;468;689;104;53;0.0
Boat 6;5;646;130;68;0.0
Boat 7;145;637;129;103;0.0
Boat 8;1043;569;122;58;0.0
Boat 9;366;544;99;39;0.0
Boat 10;48;540;151;90;0.0
Boat 11;51;535;345;119;0.0
Boat 12;160;591;57;19;0.0
Boat 13;976;505;114;75;0.0
Boat 14;759;396;115;40;0.0
Boat 15;111;396;106;41;0.0
Boat 16;16;393;147;58;0.0
Boat 17;689;318;111;23;0.0
Boat 17;181;1037;43;43;4.170833333333333
Boat 17;90;885;65;87;4.170833333333333
Boat 17;149;807;137;72;4.170833333333333
Boat 17;189;747;87;43;4.170833333333333
Boat 17;468;689;104;53;4.170833333333333
Boat 17;5;646;130;68;4.170833333333333
Boat 17;145;637;129;103;4.170833333333333
Boat 17;1043;569;122;58;4.170833333333333
Boat 17;366;544;99;39;4.170833333333333
Boat 17;48;540;151;90;4.170833333333333
Boat 17;51;535;345;119;4.170833333333333
Boat 17;160;591;57;19;4.170833333333333
Boat 17;976;505;114;75;4.170833333333333
Boat 17;759;396;115;40;4.170833333333333
Boat 17;111;396;106;41;4.170833333333333
Boat 17;16;393;147;58;4.170833333333333
Boat 17;689;318;111;23;4.170833333333333
Boat 1;174;928;141;113;0.0
Boat 2;98;890;84;72;0.0
Boat 3;103;640;234;145;0.0
Boat 4;1018;633;43;34;0.0
Boat 5;0;563;79;57;0.0
Boat 6;944;546;62;38;0.0
Boat 7;225;538;89;41;0.0
Boat 8;757;474;133;57;0.0
Boat 9;271;163;124;24;0.0
Boat 10;274;163;117;24;0.0
Boat 10;174;928;141;113;4.2042
Boat 10;98;890;84;72;4.2042
Boat 10;103;640;234;145;4.2042
Boat 10;1018;633;43;34;4.2042
Boat 10;0;563;79;57;4.2042
Boat 10;944;546;62;38;4.2042
Boat 10;225;538;89;41;4.2042
Boat 10;757;474;133;57;4.2042
Boat 10;271;163;124;24;4.2042
Boat 10;274;163;117;24;4.2042
Boat 1;92;665;39;26;0.0
Boat 2;537;641;107;60;0.0
Boat 3;354;634;184;73;0.0
Boat 4;463;619;97;29;0.0
Boat 5;710;395;175;69;0.0
Boat 5;92;665;39;26;4.237566666666667
Boat 5;537;641;107;60;4.237566666666667
Boat 5;354;634;184;73;4.237566666666667
Boat 5;463;619;97;29;4.237566666666667
Boat 5;710;395;175;69;4.237566666666667
Boat 1;1;841;65;70;0.0
Boat 2;40;857;25;28;0.0
Boat 3;0;676;158;165;0.0
Boat 4;1048;582;152;60;0.0
Boat 5;664;292;268;62;0.0
Boat 6;729;312;54;20;0.0
Boat 6;1;841;65;70;4.270933333333334
Boat 6;40;857;25;28;4.270933333333334
Boat 6;0;676;158;165;4.270933333333334
Boat 6;1048;582;152;60;4.270933333333334
Boat 6;664;292;268;62;4.270933333333334
Boat 6;729;312;54;20;4.270933333333334
Boat 1;161;750;155;109;0.0
Boat 2;239;625;140;62;0.0
Boat 3;1042;569;100;100;0.0
Boat 4;9;519;211;120;0.0
Boat 5;0;382;163;56;0.0
Boat 6;54;394;50;24;0.0
Boat 7;1720;346;59;21;0.0
Boat 8;1721;346;58;21;0.0
Boat 9;503;318;136;34;0.0
Boat 10;579;319;53;16;0.0
Boat 10;161;750;155;109;4.3043000000000005
Boat 10;239;625;140;62;4.3043000000000005
Boat 10;1042;569;100;100;4.3043000000000005
Boat 10;9;519;211;120;4.3043000000000005
Boat 10;0;382;163;56;4.3043000000000005
Boat 10;54;394;50;24;4.3043000000000005
Boat 10;1720;346;59;21;4.3043000000000005
Boat 10;1721;346;58;21;4.3043000000000005
Boat 10;503;318;136;34;4.3043000000000005
Boat 10;579;319;53;16;4.3043000000000005
Boat 1;0;933;95;130;0.0
Boat 2;27;933;30;24;0.0
Boat 3;230;928;110;77;0.0
Boat 4;1108;672;63;70;0.0
Boat 5;127;670;131;99;0.0
Boat 6;329;561;249;86;0.0
Boat 7;0;559;156;75;0.0
Boat 8;261;448;270;70;0.0
Boat 9;293;493;55;17;0.0
Boat 10;110;380;163;73;0.0
Boat 10;0;933;95;130;4.337666666666666
Boat 10;27;933;30;24;4.337666666666666
Boat 10;230;928;110;77;4.337666666666666
