boat_id;x;y;width;height;timestamp
Boat 10;53;549;58;29;21.755066666666668
Boat 1;155;872;137;73;0.0
Boat 2;255;847;144;70;0.0
Boat 3;191;813;137;66;0.0
Boat 4;81;717;81;25;0.0
Boat 5;109;722;43;20;0.0
Boat 6;244;704;188;56;0.0
Boat 7;0;634;99;82;0.0
Boat 8;741;629;101;30;0.0
Boat 9;16;591;109;30;0.0
Boat 10;542;483;145;27;0.0
Boat 11;548;485;88;23;0.0
Boat 11;155;872;137;73;21.788433333333334
Boat 11;255;847;144;70;21.788433333333334
Boat 11;191;813;137;66;21.788433333333334
Boat 11;81;717;81;25;21.788433333333334
Boat 11;109;722;43;20;21.788433333333334
Boat 11;244;704;188;56;21.788433333333334
Boat 11;0;634;99;82;21.788433333333334
Boat 11;741;629;101;30;21.788433333333334
Boat 11;16;591;109;30;21.788433333333334
Boat 11;542;483;145;27;21.788433333333334
Boat 11;548;485;88;23;21.788433333333334
Boat 1;426;986;116;73;0.0
Boat 2;486;987;49;30;0.0
Boat 3;258;908;70;77;0.0
Boat 4;15;906;98;136;0.0
Boat 5;134;867;137;81;0.0
Boat 6;0;849;117;103;0.0
Boat 7;130;747;122;101;0.0
Boat 8;274;535;147;42;0.0
Boat 9;309;540;76;25;0.0
Boat 9;426;986;116;73;21.8218
Boat 9;486;987;49;30;21.8218
Boat 9;258;908;70;77;21.8218
Boat 9;15;906;98;136;21.8218
Boat 9;134;867;137;81;21.8218
Boat 9;0;849;117;103;21.8218
Boat 9;130;747;122;101;21.8218
Boat 9;274;535;147;42;21.8218
Boat 9;309;540;76;25;21.8218
Boat 1;30;1035;42;45;0.0
Boat 2;30;1037;41;33;0.0
Boat 3;122;982;45;70;0.0
Boat 4;266;905;50;67;0.0
Boat 5;168;894;97;54;0.0
Boat 6;294;781;87;71;0.0
Boat 7;0;773;99;94;0.0
Boat 8;0;718;162;92;0.0
Boat 9;15;746;35;40;0.0
Boat 10;110;716;294;109;0.0
Boat 11;135;575;181;40;0.0
Boat 12;40;574;171;43;0.0
Boat 13;92;590;51;23;0.0
Boat 14;418;545;222;70;0.0
Boat 14;30;1035;42;45;21.855166666666666
Boat 14;30;1037;41;33;21.855166666666666
Boat 14;122;982;45;70;21.855166666666666
Boat 14;266;905;50;67;21.855166666666666
Boat 14;168;894;97;54;21.855166666666666
Boat 14;294;781;87;71;21.855166666666666
Boat 14;0;773;99;94;21.855166666666666
Boat 14;0;718;162;92;21.855166666666666
Boat 14;15;746;35;40;21.855166666666666
Boat 14;110;716;294;109;21.855166666666666
Boat 14;135;575;181;40;21.855166666666666
Boat 14;40;574;171;43;21.855166666666666
Boat 14;92;590;51;23;21.855166666666666
Boat 14;418;545;222;70;21.855166666666666
Boat 1;23;1032;49;48;0.0
Boat 2;278;995;55;55;0.0
Boat 3;295;1014;34;17;0.0
Boat 4;93;981;168;77;0.0
Boat 5;85;948;56;75;0.0
Boat 6;250;897;61;76;0.0
Boat 7;0;890;82;71;0.0
Boat 8;154;869;137;78;0.0
Boat 9;67;860;66;79;0.0
Boat 10;168;795;130;68;0.0
Boat 11;424;724;184;99;0.0
Boat 12;0;688;91;80;0.0
Boat 13;51;571;161;46;0.0
Boat 14;0;554;106;41;0.0
Boat 14;23;1032;49;48;21.888533333333335
Boat 14;278;995;55;55;21.888533333333335
Boat 14;295;1014;34;17;21.888533333333335
Boat 14;93;981;168;77;21.888533333333335
Boat 14;85;948;56;75;21.888533333333335
Boat 14;250;897;61;76;21.888533333333335
Boat 14;0;890;82;71;21.888533333333335
Boat 14;154;869;137;78;21.888533333333335
Boat 14;67;860;66;79;21.888533333333335
Boat 14;168;795;130;68;21.888533333333335
Boat 14;424;724;184;99;21.888533333333335
Boat 14;0;688;91;80;21.888533333333335
Boat 14;51;571;161;46;21.888533333333335
Boat 14;0;554;106;41;21.888533333333335
Boat 1;295;995;39;55;0.0
Boat 2;65;995;117;85;0.0
Boat 3;297;974;68;40;0.0
Boat 4;17;857;156;118;0.0
Boat 5;130;809;141;51;0.0
Boat 6;74;799;175;97;0.0
Boat 7;120;725;123;42;0.0
Boat 8;155;726;43;27;0.0
Boat 9;31;622;88;54;0.0
Boat 10;114;608;154;54;0.0
Boat 11;222;562;126;31;0.0
Boat 12;72;535;274;81;0.0
Boat 13;116;561;122;40;0.0
Boat 14;855;528;167;47;0.0
Boat 14;295;995;39;55;21.9219
Boat 14;65;995;117;85;21.9219
Boat 14;297;974;68;40;21.9219
Boat 14;17;857;156;118;21.9219
Boat 14;130;809;141;51;21.9219
Boat 14;74;799;175;97;21.9219
Boat 14;120;725;123;42;21.9219
Boat 14;155;726;43;27;21.9219
Boat 14;31;622;88;54;21.9219
Boat 14;114;608;154;54;21.9219
Boat 14;222;562;126;31;21.9219
Boat 14;72;535;274;81;21.9219
Boat 14;116;561;122;40;21.9219
Boat 14;855;528;167;47;21.9219
Boat 1;11;1031;57;42;0.0
Boat 2;26;1040;37;28;0.0
Boat 3;46;977;162;103;0.0
Boat 4;5;947;52;85;0.0
Boat 5;4;877;81;55;0.0
Boat 6;5;884;70;37;0.0
Boat 7;58;639;236;173;0.0
Boat 8;0;587;60;56;0.0
Boat 9;1000;569;106;56;0.0
Boat 10;155;566;121;61;0.0
Boat 11;834;528;188;52;0.0
Boat 12;21;522;158;73;0.0
Boat 12;11;1031;57;42;21.955266666666667
Boat 12;26;1040;37;28;21.955266666666667
Boat 12;46;977;162;103;21.955266666666667
Boat 12;5;947;52;85;21.955266666666667
Boat 12;4;877;81;55;21.955266666666667
Boat 12;5;884;70;37;21.955266666666667
Boat 12;58;639;236;173;21.955266666666667
Boat 12;0;587;60;56;21.955266666666667
Boat 12;1000;569;106;56;21.955266666666667
Boat 12;155;566;121;61;21.955266666666667
Boat 12;834;528;188;52;21.955266666666667
Boat 12;21;522;158;73;21.955266666666667
Boat 1;284;1015;48;32;0.0
Boat 2;48;987;84;83;0.0
Boat 3;2;985;71;74;0.0
Boat 4;129;826;85;66;0.0
Boat 5;0;754;73;67;0.0
Boat 6;627;750;90;27;0.0
Boat 7;645;753;50;18;0.0
Boat 8;0;598;73;49;0.0
Boat 9;32;542;121;49;0.0
Boat 9;284;1015;48;32;21.988633333333333
Boat 9;48;987;84;83;21.988633333333333
Boat 9;2;985;71;74;21.988633333333333
Boat 9;129;826;85;66;21.988633333333333
Boat 9;0;754;73;67;21.988633333333333
Boat 9;627;750;90;27;21.988633333333333
Boat 9;645;753;50;18;21.988633333333333
Boat 9;0;598;73;49;21.988633333333333
Boat 9;32;542;121;49;21.988633333333333
Boat 1;294;1004;60;43;0.0
Boat 2;0;976;84;57;0.0
Boat 3;193;906;136;137;0.0
Boat 4;0;873;108;97;0.0
Boat 5;39;884;41;29;0.0
Boat 6;84;732;210;72;0.0
Boat 7;285;714;145;46;0.0
Boat 8;38;659;160;60;0.0
Boat 9;0;530;83;48;0.0
Boat 9;294;1004;60;43;22.022000000000002
Boat 9;0;976;84;57;22.022000000000002
Boat 9;193;906;136;137;22.022000000000002
Boat 9;0;873;108;97;22.022000000000002
Boat 9;39;884;41;29;22.022000000000002
Boat 9;84;732;210;72;22.022000000000002
Boat 9;285;714;145;46;22.022000000000002
Boat 9;38;659;160;60;22.022000000000002
Boat 9;0;530;83;48;22.022000000000002
Boat 1;6;921;102;109;0.0
Boat 2;344;901;99;79;0.0
Boat 3;49;888;111;62;0.0
Boat 4;97;891;43;35;0.0
Boat 5;254;868;128;86;0.0
Boat 6;55;608;86;40;0.0
Boat 7;860;531;172;47;0.0
Boat 8;32;375;159;47;0.0
Boat 8;6;921;102;109;22.055366666666668
Boat 8;344;901;99;79;22.055366666666668
Boat 8;49;888;111;62;22.055366666666668
Boat 8;97;891;43;35;22.055366666666668
Boat 8;254;868;128;86;22.055366666666668
Boat 8;55;608;86;40;22.055366666666668
Boat 8;860;531;172;47;22.055366666666668
Boat 8;32;375;159;47;22.055366666666668
Boat 1;77;1029;31;51;0.0
Boat 2;154;962;139;95;0.0
Boat 3;188;1013;31;30;0.0
Boat 4;0;940;64;92;0.0
Boat 5;179;905;76;63;0.0
Boat 6;6;890;152;85;0.0
Boat 7;114;841;86;56;0.0
Boat 8;200;730;122;47;0.0
Boat 9;74;716;127;45;0.0
Boat 10;218;662;183;73;0.0
Boat 11;7;655;105;54;0.0
Boat 12;34;668;46;16;0.0
Boat 13;42;595;97;59;0.0
Boat 14;698;536;107;29;0.0
Boat 15;835;532;169;48;0.0
Boat 16;9;507;180;59;0.0
Boat 17;244;444;125;44;0.0
Boat 18;266;458;100;25;0.0
Boat 19;518;387;98;17;0.0
Boat 20;525;387;91;16;0.0
Boat 20;77;1029;31;51;22.088733333333334
Boat 20;154;962;139;95;22.088733333333334
Boat 20;188;1013;31;30;22.088733333333334
Boat 20;0;940;64;92;22.088733333333334
Boat 20;179;905;76;63;22.088733333333334
Boat 20;6;890;152;85;22.088733333333334
Boat 20;114;841;86;56;22.088733333333334
Boat 20;200;730;122;47;22.088733333333334
Boat 20;74;716;127;45;22.088733333333334
Boat 20;218;662;183;73;22.088733333333334
Boat 20;7;655;105;54;22.088733333333334
Boat 20;34;668;46;16;22.088733333333334
Boat 20;42;595;97;59;22.088733333333334
Boat 20;698;536;107;29;22.088733333333334
Boat 20;835;532;169;48;22.088733333333334
Boat 20;9;507;180;59;22.088733333333334
Boat 20;244;444;125;44;22.088733333333334
Boat 20;266;458;100;25;22.088733333333334
Boat 20;518;387;98;17;22.088733333333334
Boat 20;525;387;91;16;22.088733333333334
Boat 1;66;1002;65;78;0.0
Boat 2;156;963;175;96;0.0
Boat 3;188;766;143;103;0.0
Boat 4;29;762;112;88;0.0
Boat 5;22;723;155;85;0.0
Boat 6;97;709;156;94;0.0
Boat 7;209;718;44;22;0.0
Boat 8;415;672;106;35;0.0
Boat 9;436;672;81;27;0.0
Boat 10;1;642;113;99;0.0
Boat 11;0;585;137;61;0.0
Boat 12;550;567;199;68;0.0
Boat 13;639;588;62;21;0.0
Boat 14;0;538;176;63;0.0
Boat 15;853;533;178;82;0.0
Boat 15;66;1002;65;78;22.1221
Boat 15;156;963;175;96;22.1221
Boat 15;188;766;143;103;22.1221
Boat 15;29;762;112;88;22.1221
Boat 15;22;723;155;85;22.1221
Boat 15;97;709;156;94;22.1221
Boat 15;209;718;44;22;22.1221
Boat 15;415;672;106;35;22.1221
Boat 15;436;672;81;27;22.1221
Boat 15;1;642;113;99;22.1221
Boat 15;0;585;137;61;22.1221
Boat 15;550;567;199;68;22.1221
Boat 15;639;588;62;21;22.1221
Boat 15;0;538;176;63;22.1221
Boat 15;853;533;178;82;22.1221
Boat 1;28;987;125;83;0.0
Boat 2;148;982;60;47;0.0
Boat 3;196;972;71;72;0.0
Boat 4;0;903;118;145;0.0
Boat 5;109;890;57;82;0.0
Boat 6;156;868;114;85;0.0
Boat 7;0;841;86;130;0.0
Boat 8;144;778;177;124;0.0
Boat 9;861;532;169;58;0.0
Boat 9;28;987;125;83;22.155466666666666
Boat 9;148;982;60;47;22.155466666666666
Boat 9;196;972;71;72;22.155466666666666
Boat 9;0;903;118;145;22.155466666666666
Boat 9;109;890;57;82;22.155466666666666
Boat 9;156;868;114;85;22.155466666666666
Boat 9;0;841;86;130;22.155466666666666
Boat 9;144;778;177;124;22.155466666666666
Boat 9;861;532;169;58;22.155466666666666
Boat 1;8;898;107;124;0.0
Boat 2;115;784;83;34;0.0
Boat 3;48;721;151;108;0.0
Boat 4;148;735;36;28;0.0
Boat 5;73;719;101;36;0.0
Boat 6;17;644;101;49;0.0
Boat 7;137;614;133;43;0.0
Boat 8;452;596;128;35;0.0
Boat 9;492;596;87;23;0.0
Boat 10;912;527;109;59;0.0
Boat 11;57;508;157;69;0.0
Boat 12;231;456;169;37;0.0
Boat 13;265;458;100;26;0.0
Boat 13;8;898;107;124;22.188833333333335
Boat 13;115;784;83;34;22.188833333333335
Boat 13;48;721;151;108;22.188833333333335
Boat 13;148;735;36;28;22.188833333333335
Boat 13;73;719;101;36;22.188833333333335
Boat 13;17;644;101;49;22.188833333333335
Boat 13;137;614;133;43;22.188833333333335
Boat 13;452;596;128;35;22.188833333333335
Boat 13;492;596;87;23;22.188833333333335
Boat 13;912;527;109;59;22.188833333333335
Boat 13;57;508;157;69;22.188833333333335
Boat 13;231;456;169;37;22.188833333333335
Boat 13;265;458;100;26;22.188833333333335
Boat 1;144;1021;90;42;0.0
Boat 2;155;982;53;58;0.0
Boat 3;16;963;48;91;0.0
Boat 4;65;959;113;121;0.0
Boat 5;41;900;96;80;0.0
Boat 6;127;825;210;73;0.0
Boat 7;19;799;160;88;0.0
Boat 8;629;724;86;21;0.0
Boat 9;0;665;188;92;0.0
Boat 10;907;528;143;77;0.0
Boat 11;699;515;115;38;0.0
Boat 11;144;1021;90;42;22.2222
Boat 11;155;982;53;58;22.2222
Boat 11;16;963;48;91;22.2222
Boat 11;65;959;113;121;22.2222
Boat 11;41;900;96;80;22.2222
Boat 11;127;825;210;73;22.2222
Boat 11;19;799;160;88;22.2222
Boat 11;629;724;86;21;22.2222
Boat 11;0;665;188;92;22.2222
Boat 11;907;528;143;77;22.2222
Boat 11;699;515;115;38;22.2222
Boat 1;58;947;122;133;0.0
Boat 2;59;903;58;45;0.0
Boat 3;0;902;77;159;0.0
Boat 4;5;846;95;94;0.0
Boat 5;158;833;108;86;0.0
Boat 6;158;869;34;27;0.0
Boat 7;255;818;111;103;0.0
Boat 8;127;788;182;105;0.0
Boat 9;48;758;65;49;0.0
Boat 10;140;732;179;64;0.0
Boat 11;5;713;66;108;0.0
Boat 12;9;657;165;75;0.0
Boat 13;520;447;94;33;0.0
Boat 14;521;448;76;27;0.0
Boat 15;103;415;332;75;0.0
Boat 15;58;947;122;133;22.255566666666667
Boat 15;59;903;58;45;22.255566666666667
Boat 15;0;902;77;159;22.255566666666667
Boat 15;5;846;95;94;22.255566666666667
Boat 15;158;833;108;86;22.255566666666667
Boat 15;158;869;34;27;22.255566666666667
Boat 15;255;818;111;103;22.255566666666667
Boat 15;127;788;182;105;22.255566666666667
Boat 15;48;758;65;49;22.255566666666667
Boat 15;140;732;179;64;22.255566666666667
Boat 15;5;713;66;108;22.255566666666667
Boat 15;9;657;165;75;22.255566666666667
Boat 15;520;447;94;33;22.255566666666667
Boat 15;521;448;76;27;22.255566666666667
Boat 15;103;415;332;75;22.255566666666667
Boat 1;0;971;68;91;0.0
Boat 2;113;960;69;82;0.0
Boat 3;211;870;72;47;0.0
Boat 4;306;847;67;65;0.0
Boat 5;12;826;121;81;0.0
Boat 6;97;821;160;79;0.0
Boat 7;0;788;56;90;0.0
Boat 8;59;769;101;45;0.0
Boat 9;57;648;82;48;0.0
Boat 9;0;971;68;91;22.288933333333333
Boat 9;113;960;69;82;22.288933333333333
Boat 9;211;870;72;47;22.288933333333333
Boat 9;306;847;67;65;22.288933333333333
Boat 9;12;826;121;81;22.288933333333333
Boat 9;97;821;160;79;22.288933333333333
Boat 9;0;788;56;90;22.288933333333333
Boat 9;59;769;101;45;22.288933333333333
Boat 9;57;648;82;48;22.288933333333333
Boat 1;0;985;69;78;0.0
Boat 2;327;929;113;37;0.0
Boat 3;22;880;84;83;0.0
Boat 4;876;711;84;47;0.0
Boat 5;265;668;166;38;0.0
Boat 6;287;672;92;32;0.0
Boat 7;36;667;93;46;0.0
Boat 8;0;499;275;72;0.0
Boat 9;368;466;78;22;0.0
Boat 10;368;470;57;18;0.0
Boat 10;0;985;69;78;22.322300000000002
Boat 10;327;929;113;37;22.322300000000002
Boat 10;22;880;84;83;22.322300000000002
Boat 10;876;711;84;47;22.322300000000002
Boat 10;265;668;166;38;22.322300000000002
Boat 10;287;672;92;32;22.322300000000002
Boat 10;36;667;93;46;22.322300000000002
Boat 10;0;499;275;72;22.322300000000002
Boat 10;368;466;78;22;22.322300000000002
Boat 10;368;470;57;18;22.322300000000002
Boat 1;303;1004;51;51;0.0
Boat 2;293;770;164;82;0.0
Boat 3;55;745;146;84;0.0
Boat 4;14;736;125;93;0.0
Boat 5;34;648;57;28;0.0
Boat 6;39;650;34;23;0.0
Boat 7;0;565;104;57;0.0
Boat 7;303;1004;51;51;22.355666666666668
Boat 7;293;770;164;82;22.355666666666668
Boat 7;55;745;146;84;22.355666666666668
Boat 7;14;736;125;93;22.355666666666668
Boat 7;34;648;57;28;22.355666666666668
Boat 7;39;650;34;23;22.355666666666668
Boat 7;0;565;104;57;22.355666666666668
Boat 1;0;992;68;69;0.0
Boat 2;18;893;131;187;0.0
Boat 3;91;864;96;85;0.0
Boat 4;406;780;200;63;0.0
Boat 5;0;674;126;71;0.0
Boat 6;0;553;112;56;0.0
Boat 6;0;992;68;69;22.389033333333334
Boat 6;18;893;131;187;22.389033333333334
Boat 6;91;864;96;85;22.389033333333334
Boat 6;406;780;200;63;22.389033333333334
Boat 6;0;674;126;71;22.389033333333334
Boat 6;0;553;112;56;22.389033333333334
Boat 1;75;873;110;144;0.0
Boat 2;124;882;57;38;0.0
Boat 3;12;843;122;79;0.0
Boat 4;0;785;66;62;0.0
Boat 5;0;640;122;67;0.0
Boat 6;56;544;147;40;0.0
Boat 7;905;533;102;99;0.0
Boat 8;533;472;328;106;0.0
Boat 8;75;873;110;144;22.4224
Boat 8;124;882;57;38;22.4224
Boat 8;12;843;122;79;22.4224
Boat 8;0;785;66;62;22.4224
Boat 8;0;640;122;67;22.4224
Boat 8;56;544;147;40;22.4224
Boat 8;905;533;102;99;22.4224
Boat 8;533;472;328;106;22.4224
Boat 1;52;1018;109;45;0.0
Boat 2;118;830;53;42;0.0
Boat 3;131;830;28;19;0.0
Boat 4;96;766;101;53;0.0
Boat 5;49;721;130;41;0.0
Boat 5;52;1018;109;45;22.455766666666666
Boat 5;118;830;53;42;22.455766666666666
Boat 5;131;830;28;19;22.455766666666666
Boat 5;96;766;101;53;22.455766666666666
Boat 5;49;721;130;41;22.455766666666666
Boat 1;145;1035;39;32;0.0
Boat 2;155;1009;75;51;0.0
Boat 3;307;881;77;47;0.0
Boat 4;251;779;203;86;0.0
Boat 5;83;711;359;139;0.0
Boat 6;82;616;61;51;0.0
Boat 6;145;1035;39;32;22.489133333333335
Boat 6;155;1009;75;51;22.489133333333335
Boat 6;307;881;77;47;22.489133333333335
Boat 6;251;779;203;86;22.489133333333335
Boat 6;83;711;359;139;22.489133333333335
Boat 6;82;616;61;51;22.489133333333335
Boat 1;0;994;91;73;0.0
Boat 2;95;981;51;99;0.0
Boat 3;56;817;89;47;0.0
Boat 4;70;828;44;32;0.0
Boat 5;27;756;78;67;0.0
Boat 6;65;725;91;33;0.0
Boat 7;221;689;140;54;0.0
Boat 8;7;654;120;89;0.0
Boat 8;0;994;91;73;22.5225
Boat 8;95;981;51;99;22.5225
Boat 8;56;817;89;47;22.5225
Boat 8;70;828;44;32;22.5225
Boat 8;27;756;78;67;22.5225
Boat 8;65;725;91;33;22.5225
Boat 8;221;689;140;54;22.5225
Boat 8;7;654;120;89;22.5225
Boat 1;43;978;64;77;0.0
Boat 2;31;897;63;41;0.0
Boat 3;20;889;179;99;0.0
Boat 4;200;882;76;71;0.0
Boat 5;159;865;51;38;0.0
Boat 6;18;681;80;75;0.0
Boat 7;0;653;49;73;0.0
Boat 7;43;978;64;77;22.555866666666667
Boat 7;31;897;63;41;22.555866666666667
Boat 7;20;889;179;99;22.555866666666667
Boat 7;200;882;76;71;22.555866666666667
Boat 7;159;865;51;38;22.555866666666667
Boat 7;18;681;80;75;22.555866666666667
Boat 7;0;653;49;73;22.555866666666667
Boat 1;102;986;69;94;0.0
Boat 2;28;983;75;72;0.0
Boat 3;1;892;97;75;0.0
Boat 4;55;905;36;26;0.0
Boat 5;42;857;59;47;0.0
Boat 6;364;736;145;95;0.0
Boat 7;40;699;105;40;0.0
Boat 8;74;700;36;23;0.0
Boat 9;28;657;113;68;0.0
Boat 10;77;663;53;24;0.0
Boat 11;837;531;160;54;0.0
Boat 12;882;343;172;44;0.0
Boat 12;102;986;69;94;22.589233333333333
Boat 12;28;983;75;72;22.589233333333333
Boat 12;1;892;97;75;22.589233333333333
Boat 12;55;905;36;26;22.589233333333333
Boat 12;42;857;59;47;22.589233333333333
Boat 12;364;736;145;95;22.589233333333333
Boat 12;40;699;105;40;22.589233333333333
Boat 12;74;700;36;23;22.589233333333333
Boat 12;28;657;113;68;22.589233333333333
Boat 12;77;663;53;24;22.589233333333333
Boat 12;837;531;160;54;22.589233333333333
Boat 12;882;343;172;44;22.589233333333333
Boat 1;65;994;91;86;0.0
Boat 2;151;851;107;76;0.0
Boat 3;137;847;69;36;0.0
Boat 4;0;812;147;75;0.0
Boat 5;77;687;309;130;0.0
Boat 6;0;561;157;107;0.0
Boat 7;44;470;107;33;0.0
Boat 7;65;994;91;86;22.622600000000002
Boat 7;151;851;107;76;22.622600000000002
Boat 7;137;847;69;36;22.622600000000002
Boat 7;0;812;147;75;22.622600000000002
Boat 7;77;687;309;130;22.622600000000002
Boat 7;0;561;157;107;22.622600000000002
Boat 7;44;470;107;33;22.622600000000002
Boat 1;184;906;124;76;0.0
Boat 2;292;882;99;52;0.0
Boat 3;306;774;140;69;0.0
Boat 4;80;717;135;100;0.0
Boat 5;0;642;101;70;0.0
Boat 6;38;662;57;31;0.0
Boat 7;1;563;249;90;0.0
Boat 8;73;597;81;28;0.0
Boat 9;865;528;141;46;0.0
Boat 10;0;495;88;71;0.0
Boat 11;269;409;99;32;0.0
Boat 12;304;409;63;21;0.0
Boat 12;184;906;124;76;22.655966666666668
Boat 12;292;882;99;52;22.655966666666668
Boat 12;306;774;140;69;22.655966666666668
Boat 12;80;717;135;100;22.655966666666668
Boat 12;0;642;101;70;22.655966666666668
Boat 12;38;662;57;31;22.655966666666668
Boat 12;1;563;249;90;22.655966666666668
Boat 12;73;597;81;28;22.655966666666668
Boat 12;865;528;141;46;22.655966666666668
Boat 12;0;495;88;71;22.655966666666668
Boat 12;269;409;99;32;22.655966666666668
Boat 12;304;409;63;21;22.655966666666668
Boat 1;93;970;61;107;0.0
Boat 2;68;930;45;56;0.0
Boat 3;320;926;147;76;0.0
Boat 4;152;915;104;84;0.0
Boat 5;0;783;76;64;0.0
Boat 6;18;742;87;56;0.0
Boat 7;60;726;156;67;0.0
Boat 8;90;683;116;42;0.0
Boat 9;8;673;96;72;0.0
Boat 10;549;548;205;53;0.0
Boat 10;93;970;61;107;22.689333333333334
Boat 10;68;930;45;56;22.689333333333334
Boat 10;320;926;147;76;22.689333333333334
Boat 10;152;915;104;84;22.689333333333334
Boat 10;0;783;76;64;22.689333333333334
Boat 10;18;742;87;56;22.689333333333334
Boat 10;60;726;156;67;22.689333333333334
Boat 10;90;683;116;42;22.689333333333334
Boat 10;8;673;96;72;22.689333333333334
Boat 10;549;548;205;53;22.689333333333334
Boat 1;31;908;119;71;0.0
Boat 2;123;753;80;70;0.0
Boat 3;96;746;85;48;0.0
Boat 4;115;769;35;25;0.0
Boat 5;89;724;133;34;0.0
Boat 6;0;657;60;29;0.0
Boat 7;21;656;182;73;0.0
Boat 8;9;550;145;72;0.0
Boat 8;31;908;119;71;22.7227
Boat 8;123;753;80;70;22.7227
Boat 8;96;746;85;48;22.7227
Boat 8;115;769;35;25;22.7227
Boat 8;89;724;133;34;22.7227
Boat 8;0;657;60;29;22.7227
Boat 8;21;656;182;73;22.7227
Boat 8;9;550;145;72;22.7227
Boat 1;184;926;55;66;0.0
Boat 2;94;878;108;160;0.0
Boat 3;0;774;98;94;0.0
Boat 4;413;716;117;41;0.0
Boat 5;446;718;53;21;0.0
Boat 6;0;639;103;106;0.0
Boat 6;184;926;55;66;22.756066666666666
Boat 6;94;878;108;160;22.756066666666666
Boat 6;0;774;98;94;22.756066666666666
Boat 6;413;716;117;41;22.756066666666666
Boat 6;446;718;53;21;22.756066666666666
Boat 6;0;639;103;106;22.756066666666666
Boat 1;78;934;91;105;0.0
Boat 2;14;810;31;42;0.0
Boat 3;333;719;117;65;0.0
Boat 4;10;668;117;63;0.0
Boat 5;59;663;209;101;0.0
Boat 6;723;658;118;47;0.0
Boat 6;78;934;91;105;22.789433333333335
Boat 6;14;810;31;42;22.789433333333335
Boat 6;333;719;117;65;22.789433333333335
Boat 6;10;668;117;63;22.789433333333335
Boat 6;59;663;209;101;22.789433333333335
Boat 6;723;658;118;47;22.789433333333335
Boat 1;69;918;76;59;0.0
Boat 2;159;791;166;139;0.0
Boat 3;110;734;95;63;0.0
Boat 4;320;632;100;40;0.0
Boat 5;331;569;128;36;0.0
Boat 6;350;583;62;18;0.0
Boat 6;69;918;76;59;22.8228
Boat 6;159;791;166;139;22.8228
Boat 6;110;734;95;63;22.8228
Boat 6;320;632;100;40;22.8228
Boat 6;331;569;128;36;22.8228
Boat 6;350;583;62;18;22.8228
Boat 1;114;990;64;67;0.0
Boat 2;65;795;72;32;0.0
Boat 3;490;787;176;64;0.0
Boat 4;0;738;186;93;0.0
Boat 5;223;703;117;26;0.0
Boat 6;7;684;201;122;0.0
Boat 7;21;579;161;55;0.0
Boat 8;76;600;79;26;0.0
Boat 8;114;990;64;67;22.856166666666667
Boat 8;65;795;72;32;22.856166666666667
Boat 8;490;787;176;64;22.856166666666667
Boat 8;0;738;186;93;22.856166666666667
Boat 8;223;703;117;26;22.856166666666667
Boat 8;7;684;201;122;22.856166666666667
Boat 8;21;579;161;55;22.856166666666667
Boat 8;76;600;79;26;22.856166666666667
Boat 1;152;966;44;38;0.0
Boat 2;49;919;111;161;0.0
Boat 3;1;796;116;101;0.0
Boat 4;347;743;167;100;0.0
Boat 5;96;728;162;69;0.0
Boat 6;2;651;96;41;0.0
Boat 7;732;580;119;36;0.0
Boat 8;690;504;180;44;0.0
Boat 9;690;524;106;24;0.0
Boat 9;152;966;44;38;22.889533333333333
Boat 9;49;919;111;161;22.889533333333333
Boat 9;1;796;116;101;22.889533333333333
Boat 9;347;743;167;100;22.889533333333333
Boat 9;96;728;162;69;22.889533333333333
Boat 9;2;651;96;41;22.889533333333333
Boat 9;732;580;119;36;22.889533333333333
Boat 9;690;504;180;44;22.889533333333333
Boat 9;690;524;106;24;22.889533333333333
Boat 1;103;984;62;71;0.0
Boat 2;102;719;228;99;0.0
Boat 3;499;707;101;59;0.0
Boat 4;41;693;161;54;0.0
Boat 5;102;626;164;46;0.0
Boat 6;912;598;108;44;0.0
Boat 7;768;591;68;20;0.0
Boat 8;778;593;45;17;0.0
Boat 9;0;572;254;62;0.0
Boat 10;4;548;92;46;0.0
Boat 10;103;984;62;71;22.922900000000002
Boat 10;102;719;228;99;22.922900000000002
Boat 10;499;707;101;59;22.922900000000002
Boat 10;41;693;161;54;22.922900000000002
Boat 10;102;626;164;46;22.922900000000002
Boat 10;912;598;108;44;22.922900000000002
Boat 10;768;591;68;20;22.922900000000002
Boat 10;778;593;45;17;22.922900000000002
Boat 10;0;572;254;62;22.922900000000002
Boat 10;4;548;92;46;22.922900000000002
Boat 1;103;995;84;80;0.0
Boat 2;87;897;84;78;0.0
Boat 3;44;867;79;70;0.0
Boat 4;169;761;227;156;0.0
Boat 5;20;711;133;64;0.0
Boat 6;225;710;89;21;0.0
Boat 7;29;666;100;62;0.0
Boat 8;996;573;89;42;0.0
Boat 8;103;995;84;80;22.956266666666668
Boat 8;87;897;84;78;22.956266666666668
Boat 8;44;867;79;70;22.956266666666668
Boat 8;169;761;227;156;22.956266666666668
Boat 8;20;711;133;64;22.956266666666668
Boat 8;225;710;89;21;22.956266666666668
Boat 8;29;666;100;62;22.956266666666668
Boat 8;996;573;89;42;22.956266666666668
Boat 1;69;928;57;51;0.0
Boat 2;59;736;137;76;0.0
Boat 3;200;711;97;75;0.0
Boat 4;157;604;128;40;0.0
Boat 5;187;606;68;23;0.0
Boat 5;69;928;57;51;22.989633333333334
